Province,Country_Region,Date,Lat,Long_,Confirmed,Deaths,Recovered,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,cases_mean,cases_lower,cases_upper,inf_cuml_mean_vax,inf_cuml_lower_vax,inf_cuml_upper_vax,inf_cuml_mean_unvax,inf_cuml_lower_unvax,inf_cuml_upper_unvax,inf_mean_vax,inf_lower_vax,inf_upper_vax,inf_mean_unvax,inf_lower_unvax,inf_upper_unvax,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,admis_mean_vax,admis_upper_vax,admis_lower_vax,admis_mean_unvax,admis_upper_unvax,admis_lower_unvax,Temp,Wind,Barometer,Visibility,Weather
Azad Jammu and Kashmir,Pakistan,9/19/2020,34.027401,73.947253,2491,66,2241,3268.82,4109.95,2534.94,783.15,394.44,1348.4,517243.1,398656.7,642595,5.81,2.92,10.01,0.5,0.5,0.51,67.79,67.55,68.18,17.82,17.82,17.82,0,0,0,517243.1,398656.7,642595,0,0,0,3268.815,2534.942,4109.948,4334762,5.4075,1,1,0.7833,0,0.2535,1,272.72,417.18,153.71,50.59,77.39,28.51,26.31,44.66,12.92,0,0,0,26.30733,44.65638,12.92161,,,,,
Balochistan,Pakistan,9/19/2020,28.328492,65.898403,14138,145,12937,8514.17,14153.79,1096.47,4703.58,2575.88,8090.71,4751925,3015363,5850077,0.03,0.03,0.03,0,0,0,145.12,145.03,145.3,129.39,129.39,129.39,0,0,0,4751925,3015363,5850077,0,0,0,8514.173,1096.473,14153.79,13398367,5.679,1,1,0.7982,0,0.2721,1,1050.9,2670.51,223.65,194.96,495.42,41.49,124.39,318.72,24.21,0,0,0,124.385,318.7173,24.2089,,,,,
Gilgit-Baltistan,Pakistan,9/19/2020,35.792146,74.982138,3412,81,3013,2914.37,4746.68,1624.65,1563.44,808.33,2744.97,957258,525909.9,1290311,11.05,5.71,19.41,0.57,0.57,0.57,81.11,80.95,81.35,34.96,34.96,34.96,0,0,0,957258,525909.9,1290311,0,0,0,2914.369,1624.651,4746.681,2227138,5.4075,1,1,0.7795,0,0.2905,1,396.96,683.79,197.38,73.64,126.85,36.62,27.89,52.44,11.45,0,0,0,27.8921,52.44463,11.44636,,,,,
Islamabad,Pakistan,9/19/2020,33.665087,73.121219,16086,180,15483,1258.65,2459.76,515.94,528.84,321.08,862.23,368955.8,229184.7,576758.9,0.86,0.53,1.39,0.3,0.29,0.3,181.52,180.68,182.57,36.24,36.24,36.24,0,0,0,368955.8,229184.7,576758.9,0,0,0,1258.651,515.9386,2459.765,2155173,11.8965,1,1,0.7834,0,0.3556,1,59.51,96.16,37.02,11.04,17.84,6.87,7.5,15.41,3.69,0,0,0,7.500584,15.40561,3.693313,,,,,
Khyber Pakhtunkhwa,Pakistan,9/19/2020,34.485332,72.09169,37270,1258,35469,9853.59,15340.62,3873.94,23239.62,11061.28,42085.53,15821514,9560710,18756608,2.67,1.29,4.81,0.14,0.14,0.15,1257.85,1257.67,1258.14,41.89,41.89,41.89,0,0,0,15821514,9560710,18756608,0,0,0,9853.591,3873.938,15340.62,38100471,2.8358,1,1,0.783,0,0.1654,1,735.98,1800.77,206.46,136.53,334.07,38.3,57.06,125.17,19.59,0,0,0,57.05944,125.1709,19.58529,,,,,
Punjab,Pakistan,9/19/2020,30.811346,72.139132,98272,2226,94756,38531.09,67664.07,20074.25,43017.87,22073.93,75438.6,24068464,18710350,30356789,17.42,8.95,30.53,1,1,1,2473.49,2473.32,2473.76,94.74,94.74,94.74,0,0,0,24068464,18710350,30356789,0,0,0,38531.09,20074.25,67664.07,113939260,3.4621,1,1,0.7901,0,0.2758,1,1264.47,2142.02,656.86,234.58,397.37,121.86,128.15,212.03,69.15,0,0,0,128.1509,212.0255,69.15042,,,,,
Sindh,Pakistan,9/19/2020,26.009446,68.776807,133362,2459,128145,28873.69,35643.57,23429.12,28291.14,15007.99,47902.21,18467752,14532250,21891994,32.59,17.3,55.16,2.79,2.79,2.79,2420.55,2420.34,2420.87,274.24,274.24,274.24,0,0,0,18467752,14532250,21891994,0,0,0,28873.69,23429.12,35643.57,49907676,12.1127,1,1,0.8039,0,0.3525,1,2339.09,3515.44,1388.44,433.93,652.16,257.57,218.16,344.52,124.38,0,0,0,218.1573,344.5221,124.3844,,,,,
Azad Jammu and Kashmir,Pakistan,9/19/2021,34.027401,73.947253,33732,729,,1656.26,2732.09,585.24,8457.09,4239.43,14589.92,3694298,3037564,4559064,10.77,5.4,18.57,0.93,0.93,0.93,731.63,730.88,732.86,53.32,53.32,53.32,45360.86,30106.89,67535.8,3648937,2995542,4498010,204.4311,70.06143,355.4508,1451.825,515.1781,2376.641,4334762,28.5219,1,1,0.7795,0,0.3682,1,522.15,1019.22,222.39,116.51,227.41,49.62,33.74,74.08,9.07,6.439591,16.36867,1.691975,27.2974,57.85597,7.379392,67.86,1.71,73.29,0,Clear.
Balochistan,Pakistan,9/19/2021,28.328492,65.898403,32757,344,,8050.6,16201.39,4563.5,11172.29,6120.01,19215.36,9484898,6428719,11853176,4.66,2.56,8,0.14,0.14,0.14,344.71,344.44,345.1,19.96,19.96,19.96,41025.56,26126.63,55331.98,9443873,6401675,11797920,738.7249,416.0865,1495.155,7311.876,4147.415,14706.24,13398367,32.8609,1,1,0.7947,0,0.341,1,604.87,1171.28,260.29,134.96,261.34,58.08,35.86,80.82,12.65,4.811944,10.7674,1.652087,31.04992,70.04895,10.99617,80.71,9.14,26.43,0,Clear.
Gilgit-Baltistan,Pakistan,9/19/2021,35.792146,74.982138,10240,182,,438.58,823.87,173.89,3526.26,1824.57,6188.1,1897253,1252506,2554766,1.41,0.74,2.45,0.07,0.07,0.07,182.96,182.49,183.7,9.96,9.96,9.96,16952.63,10044.27,26166.89,1880300,1238384,2528512,42.59523,16.86629,83.27006,395.9865,157.0233,740.601,2227138,28.5219,1,1,0.7757,0,0.3651,1,147.12,242.45,71.58,32.83,54.1,15.97,10.92,24.66,4.36,1.714203,4.38906,0.6592204,9.204594,20.30582,3.69191,60.86,4.86,47,21.2,Haze.
Islamabad,Pakistan,9/19/2021,33.665087,73.121219,104114,902,,1081.29,1865.52,505.22,2643.18,1600.83,4315.92,1469081,824796.5,2181997,5.65,3.42,9.23,1.94,1.93,1.95,906.98,904.4,910.22,160.67,160.67,160.67,12517.32,6862.724,21411.62,1456563,817996.1,2160894,123.0553,55.73112,215.0733,958.2313,449.4845,1651.299,2155173,20.8764,1,1,0.7797,0,0.4385,1,373.55,613.53,216.7,83.35,136.89,48.35,24.52,40.98,12.68,4.155499,7.037408,2.059579,20.36006,33.99243,10.62725,78.57,10.43,60.43,29.62,Passing clouds.
Khyber Pakhtunkhwa,Pakistan,9/19/2021,34.485332,72.09169,171072,5395,,69576.86,170034.2,24142.95,99788.76,47492.11,180717.5,50907003,27111588,76715196,353.72,168.33,640.61,19.14,19.14,19.15,5401.03,5400.5,5401.89,334.53,334.53,334.53,604574.3,199110.7,1454591,50302429,26901398,75166323,7708.346,2342,20526.87,61868.52,21800.95,149512,38100471,39.6708,1,1,0.7792,0,0.2936,1,7861.42,14286.89,3748.11,1754.08,3187.76,836.3,538.03,1240.12,193.04,114.8476,301.6665,34.5072,423.1848,943.1106,158.5359,74.36,6.02,56.68,24.97,Haze.
Punjab,Pakistan,9/19/2021,30.811346,72.139132,421800,12396,,80026.71,104594.4,61560.96,215764.2,110710.6,378384.7,79796156,62202635,99836294,434.82,223.11,762.55,25,25,25,12406.19,12405.68,12406.98,1093.39,1093.39,1093.39,709965.1,517713.2,924161.2,79086191,61710167,98912329,9029.058,6832.308,11978.31,70997.65,54723.36,92616.1,113939260,29.8011,1,1,0.7864,0,0.489,1,17561.98,28277,9433.85,3918.52,6309.31,2104.93,1423.84,2497.69,669.96,264.1064,469.5156,122.8351,1159.728,2034.775,548.9169,61.67,7.4,46.33,25.31,Clear.
Sindh,Pakistan,9/19/2021,26.009446,68.776807,450126,7258,,45880.28,63347.8,31387.19,84460.86,44805.85,143007,49969262,38635681,62977344,169.51,89.92,287.01,14.5,14.5,14.5,7226.37,7225.68,7227.42,771.46,771.46,771.46,495065.4,345090.6,698879.9,49474197,38278388,62294772,5151.628,3466.449,7393.206,40728.66,27920.74,55838.87,49907676,23.5191,1,1,0.8005,0,0.5122,1,7782.92,12872.67,4480.77,1736.56,2872.21,999.77,627.58,1120.43,331.23,107.8941,195.4227,57.57297,519.6832,926.1743,272.1033,78.57,10.43,60.43,29.62,Passing clouds.
Azad Jammu and Kashmir,Pakistan,9/20/2020,34.027401,73.947253,2517,67,2257,3494.88,4314.35,2826.87,789.78,397.77,1359.84,520737.9,401678.5,646958.2,6.64,3.34,11.44,0.57,0.57,0.58,68.36,68.12,68.75,18.96,18.96,18.96,0,0,0,520737.9,401678.5,646958.2,0,0,0,3494.879,2826.87,4314.351,4334762,5.3459,1,1,0.7871,0,0.2545,1,276.01,421.5,150.9,51.25,78.27,28.02,24.99,41.21,11.88,0,0,0,24.99052,41.20707,11.88479,,,,,
Balochistan,Pakistan,9/20/2020,28.328492,65.898403,14269,145,12969,8243.73,13154.17,2544.96,4703.61,2575.91,8090.74,4760169,3019648,5863075,0.03,0.03,0.03,0,0,0,145.12,145.03,145.3,135.74,135.74,135.74,0,0,0,4760169,3019648,5863075,0,0,0,8243.73,2544.964,13154.17,13398367,5.1351,1,1,0.8017,0,0.2723,1,1115.56,2859.7,225.62,207.14,531,41.89,125.88,327.82,20.73,0,0,0,125.8789,327.819,20.72864,,,,,
Gilgit-Baltistan,Pakistan,9/20/2020,35.792146,74.982138,3450,81,3036,2525.42,4304.93,1294.28,1574.49,814.04,2764.38,959783.5,527386.1,1292677,11.05,5.71,19.41,0.57,0.57,0.57,81.68,81.52,81.93,34.39,34.39,34.39,0,0,0,959783.5,527386.1,1292677,0,0,0,2525.423,1294.284,4304.934,2227138,5.3459,1,1,0.7834,0,0.2902,1,407.59,681.7,203.2,75.68,126.58,37.73,26.63,51.28,11.24,0,0,0,26.62512,51.28462,11.236,,,,,
Islamabad,Pakistan,9/20/2020,33.665087,73.121219,16124,180,15529,1377.05,2790.9,572.43,529.91,321.74,863.97,370332.9,229765.4,577945.5,1.07,0.66,1.73,0.37,0.36,0.37,181.89,181.04,182.94,38.96,38.96,38.96,0,0,0,370332.9,229765.4,577945.5,0,0,0,1377.049,572.4341,2790.904,2155173,11.7683,1,1,0.7872,0,0.3641,1,64.87,105.1,38.17,12.05,19.52,7.09,8.55,15.87,4.21,0,0,0,8.554888,15.86825,4.212205,,,,,
Khyber Pakhtunkhwa,Pakistan,9/20/2020,34.485332,72.09169,37317,1258,35500,9962.47,15231.15,4093.04,23242.29,11062.57,42090.34,15831476,9566816,18772185,2.67,1.29,4.81,0.14,0.14,0.15,1257.99,1257.81,1258.29,40.24,40.24,40.24,0,0,0,15831476,9566816,18772185,0,0,0,9962.469,4093.044,15231.15,38100471,2.63,1,1,0.7868,0,0.1658,1,711.89,1715.19,207.24,132.19,318.48,38.48,55.75,121.58,17.78,0,0,0,55.75164,121.5789,17.78365,,,,,
Punjab,Pakistan,9/20/2020,30.811346,72.139132,98368,2226,94773,40306.37,67725.65,20699.05,43034.05,22082.25,75466.95,24108771,18753918,30409934,16.18,8.32,28.35,0.93,0.93,0.93,2474.42,2474.25,2474.69,92.96,92.96,92.96,0,0,0,24108771,18753918,30409934,0,0,0,40306.37,20699.05,67725.65,113939260,3.3915,1,1,0.7938,0,0.2757,1,1308.48,2175.04,694.03,242.96,403.87,128.87,129.25,214.46,69.57,0,0,0,129.2507,214.4604,69.56725,,,,,
Sindh,Pakistan,9/20/2020,26.009446,68.776807,133626,2459,128239,28081.07,34491.83,22265.25,28325.4,15026.17,47960.21,18495833,14554515,21925242,34.26,18.19,57.99,2.93,2.93,2.93,2423.48,2423.28,2423.8,276.67,276.67,276.67,0,0,0,18495833,14554515,21925242,0,0,0,28081.07,22265.25,34491.83,49907676,11.9749,1,1,0.8073,0,0.352,1,2359.59,3541.07,1393.22,438.14,657.52,258.7,213.52,347.88,114.69,0,0,0,213.5167,347.8764,114.6926,,,,,
Azad Jammu and Kashmir,Pakistan,9/20/2021,34.027401,73.947253,33787,729,,1531.38,2562.85,436.95,8467.85,4244.84,14608.49,3695830,3039221,4561079,10.77,5.4,18.57,0.93,0.93,0.93,732.56,731.81,733.79,49.96,49.96,49.96,45552.09,30184.53,67864.24,3650278,2996995,4499763,191.2315,52.47423,333.9786,1340.144,384.4769,2228.867,4334762,28.7711,1,1,0.7833,0,0.3691,1,483.9,961.61,203.68,108.4,215.41,45.63,30.99,69.43,9.04,5.994968,15.5833,1.719456,24.99187,53.95751,7.315967,40.14,1.14,49.86,0,Clear.
Balochistan,Pakistan,9/20/2021,28.328492,65.898403,32769,344,,8252.25,15209.78,4556.54,11176.96,6122.57,19223.36,9493151,6436877,11865077,4.66,2.56,8,0.14,0.14,0.14,344.85,344.58,345.24,18.74,18.74,18.74,41792.31,26844.83,56461.33,9451358,6409084,11808699,766.7456,423.5209,1410.28,7485.499,4133.015,13799.5,13398367,32.698,1,1,0.7982,0,0.3418,1,551.65,1073.27,228.08,123.58,240.42,51.09,30.03,59.27,9.54,4.089384,8.108156,1.298536,25.93718,51.16332,8.23737,48.14,6.29,9.14,0,Clear.
Gilgit-Baltistan,Pakistan,9/20/2021,35.792146,74.982138,10245,182,,373.78,748.68,153.92,3530.42,1826.73,6195.4,1897627,1252840,2555044,4.16,2.16,7.3,0.22,0.22,0.22,183.18,182.7,183.91,9.82,9.82,9.82,16989.33,10068.93,26220.16,1880637,1238686,2528762,36.70693,15.21213,76.49349,337.0707,138.6424,672.1863,2227138,28.7711,1,1,0.7795,0,0.3656,1,143.11,257.26,70.07,32.06,57.63,15.7,10.82,24.59,4.31,1.722346,4.451483,0.6595869,9.099377,20.16868,3.642084,50.86,3.43,33,16.95,Passing clouds.
Islamabad,Pakistan,9/20/2021,33.665087,73.121219,104242,902,,941.05,1675.55,429.22,2649.04,1604.38,4325.5,1470022,825273.5,2183599,5.86,3.55,9.57,2.01,2.01,2.02,908.99,906.41,912.24,151.03,151.03,151.03,12625.65,6916.754,21622.86,1457396,818419.9,2162305,108.3306,48.42167,198.063,832.7188,380.9858,1477.49,2155173,21.7627,1,1,0.7834,0,0.4373,1,344.35,564.47,197.88,77.14,126.45,44.33,21.51,36.58,11.5,3.696728,6.451438,1.885227,17.8172,30.13816,9.583891,51.86,7,36.43,16.95,Passing clouds.
Khyber Pakhtunkhwa,Pakistan,9/20/2021,34.485332,72.09169,171388,5412,,66967.85,162055,23890.15,100131.9,47655.41,181339,50973971,27136643,76882551,343.16,163.31,621.49,18.57,18.57,18.57,5419.6,5419.07,5420.46,310.39,310.39,310.39,612071.9,201456.2,1474438,50361899,26923985,75313539,7497.639,2345.503,19729.98,59470.21,21544.65,142325,38100471,40.1286,1,1,0.783,0,0.296,1,7657.47,14150.13,3637.35,1715.36,3169.78,814.81,518.3,1225.21,182.06,112.3349,302.8863,32.99478,405.9602,922.326,148.5936,70.59,5.77,51.91,22.99,Haze.
Punjab,Pakistan,9/20/2021,30.811346,72.139132,422790,12407,,78311.58,103381.2,57793.23,216186.6,110927.3,379125.5,79874467,62259045,99939675,422.4,216.74,740.77,24.29,24.29,24.29,12430.48,12429.97,12431.27,1051.67,1051.67,1051.67,718910.2,524547.7,936134.3,79155557,61760272,99003734,8945.089,6497.953,11975.78,69366.49,51295.27,91405.42,113939260,30.2676,1,1,0.7901,0,0.4879,1,17130.66,27810.89,9154.57,3837.45,6229.94,2050.72,1373,2422.35,640.76,258.2899,457.9075,118.7433,1114.711,1960.824,523.6167,61.79,4.67,35.08,17.95,Clear.
Sindh,Pakistan,9/20/2021,26.009446,68.776807,450787,7270,,43996.24,59405.44,30105.25,84621.19,44890.9,143278.4,50013259,38672888,63031625,160.32,85.05,271.46,13.72,13.72,13.72,7240.09,7239.4,7241.14,755.24,755.24,755.24,500063.5,348840.9,706080.7,49513195,38311494,62342655,4998.053,3341.148,7158.718,38998.19,26705.83,52336.49,49907676,23.1252,1,1,0.8039,0,0.5091,1,7632.9,12752.1,4358.49,1709.85,2856.61,976.35,608.15,1063.53,318.14,106.029,190.4177,55.74132,502.1231,877.1474,260.3372,51.86,7,36.43,16.95,Passing clouds.
Azad Jammu and Kashmir,Pakistan,9/21/2020,34.027401,73.947253,2533,69,2265,3667.25,4536.31,2973.31,796.42,401.11,1371.27,524405.2,404787.6,651522.2,6.64,3.34,11.44,0.57,0.57,0.58,68.94,68.69,69.33,19.89,19.89,19.89,0,0,0,524405.2,404787.6,651522.2,0,0,0,3667.246,2973.306,4536.309,4334762,5.2503,1,1,0.7908,0,0.2557,1,279.26,429.53,147.72,51.88,79.8,27.44,23.47,39.7,11.32,0,0,0,23.46882,39.6964,11.31683,,,,,
Balochistan,Pakistan,9/21/2020,28.328492,65.898403,14394,145,13071,7988.92,12081.26,3816.93,4703.64,2575.94,8090.77,4768158,3024225,5875470,0.03,0.03,0.03,0,0,0,145.12,145.03,145.3,130.67,130.67,130.67,0,0,0,4768158,3024225,5875470,0,0,0,7988.918,3816.925,12081.26,13398367,4.5618,1,1,0.8053,0,0.2724,1,1142.66,2956.64,217.34,212.29,549.31,40.38,117.27,309.86,18.03,0,0,0,117.2705,309.855,18.02985,,,,,
Gilgit-Baltistan,Pakistan,9/21/2020,35.792146,74.982138,3483,82,3056,2222.28,4072.92,1152.27,1585.54,819.75,2783.78,962005.7,528701,1294920,11.05,5.71,19.41,0.57,0.57,0.57,82.26,82.09,82.5,33.1,33.1,33.1,0,0,0,962005.7,528701,1294920,0,0,0,2222.276,1152.267,4072.916,2227138,5.2503,1,1,0.7872,0,0.29,1,417.04,708.22,207.74,77.48,131.58,38.59,25.37,49.11,10.82,0,0,0,25.37268,49.10928,10.81929,,,,,
Islamabad,Pakistan,9/21/2020,33.665087,73.121219,16162,180,15557,1561.62,3118.27,587.81,530.78,322.27,865.36,371894.5,230411.6,579207.7,0.86,0.53,1.39,0.3,0.29,0.3,182.18,181.34,183.24,41.03,41.03,41.03,0,0,0,371894.5,230411.6,579207.7,0,0,0,1561.624,587.8146,3118.27,2155173,11.6217,1,1,0.791,0,0.3736,1,71.08,116.8,40.37,13.21,21.7,7.5,9.23,15.39,4.37,0,0,0,9.227398,15.39082,4.36738,,,,,
Khyber Pakhtunkhwa,Pakistan,9/21/2020,34.485332,72.09169,37357,1258,35561,10063.05,15118.68,3956.83,23244.96,11063.85,42095.15,15841539,9573028,18787460,2.67,1.29,4.81,0.14,0.14,0.15,1258.14,1257.96,1258.43,40.6,40.6,40.6,0,0,0,15841539,9573028,18787460,0,0,0,10063.05,3956.828,15118.68,38100471,2.4424,1,1,0.7906,0,0.1672,1,689.39,1634.79,206.42,128.08,303.72,38.35,55.92,122.22,17.81,0,0,0,55.91871,122.2184,17.80571,,,,,
Punjab,Pakistan,9/21/2020,30.811346,72.139132,98428,2226,94952,41705.97,68264.65,21289.75,43046.5,22088.65,75488.77,24150477,18800451,30467194,12.45,6.4,21.82,0.72,0.72,0.72,2475.14,2474.97,2475.41,97.67,97.67,97.67,0,0,0,24150477,18800451,30467194,0,0,0,41705.97,21289.75,68264.65,113939260,3.3015,1,1,0.7974,0,0.2766,1,1363.83,2221.8,737.7,253.38,412.78,137.06,140.62,231.4,77.26,0,0,0,140.616,231.396,77.26133,,,,,
Sindh,Pakistan,9/21/2020,26.009446,68.776807,133947,2460,128407,27270.88,33999.66,21368,28360.5,15044.8,48019.61,18523104,14576116,21957617,35.09,18.63,59.4,3,3,3,2426.49,2426.28,2426.8,296.32,296.32,296.32,0,0,0,18523104,14576116,21957617,0,0,0,27270.88,21368,33999.66,49907676,11.7786,1,1,0.8107,0,0.3513,1,2392.61,3559.35,1420.74,444.52,661.28,263.96,220.85,354.34,118.01,0,0,0,220.8467,354.3396,118.0067,,,,,
Azad Jammu and Kashmir,Pakistan,9/21/2021,34.027401,73.947253,33821,733,,1385.49,2412.88,424.84,8477.79,4249.82,14625.63,3697215,3040776,4562735,9.94,4.99,17.14,0.86,0.86,0.86,733.42,732.67,734.65,45.39,45.39,45.39,45727.8,30260.39,68158.18,3651487,2998356,4501201,175.7034,51.60586,314.8465,1209.785,373.0567,2098.168,4334762,28.9141,1,1,0.7871,0,0.3701,1,446.67,901.16,186.15,100.47,202.69,41.87,28.51,63.12,8.97,5.593145,14.39237,1.730482,22.91579,48.83743,7.241718,57.43,2.71,59.71,0,Partly sunny.
Balochistan,Pakistan,9/21/2021,28.328492,65.898403,32772,344,,8139.97,15820.74,4482.28,11183.93,6126.4,19235.34,9501291,6443377,11877387,6.98,3.83,11.98,0.22,0.21,0.22,345.07,344.8,345.46,16.89,16.89,16.89,42560.94,27544.55,57622.4,9458730,6414978,11819830,768.6374,423.7252,1499.578,7371.333,4058.559,14321.16,13398367,32.5024,1,1,0.8017,0,0.3427,1,503.31,973.94,208.14,113.21,219.06,46.82,29.08,58.32,8.81,4.0168,7.862894,1.199897,25.06137,50.47617,7.60558,58.57,8.43,16.29,0,Scattered clouds.
Gilgit-Baltistan,Pakistan,9/21/2021,35.792146,74.982138,10257,182,,310.8,651.34,129.21,3535.96,1829.6,6205.12,1897937,1253139,2555255,5.54,2.87,9.72,0.29,0.29,0.29,183.46,182.99,184.2,8.67,8.67,8.67,17020.31,10089.25,26267.31,1880917,1238956,2528950,30.98084,13.55025,67.4941,279.8141,116.292,583.8508,2227138,28.9141,1,1,0.7834,0,0.366,1,139.13,249.57,68.87,31.29,56.13,15.49,9.61,23.87,3.26,1.553068,4.401495,0.5114571,8.055317,19.4722,2.743837,22.57,2,21.71,8.5,Haze.
Islamabad,Pakistan,9/21/2021,33.665087,73.121219,104348,904,,822.4,1589.73,353,2654.28,1607.55,4334.05,1470844,825696.6,2185068,5.24,3.17,8.55,1.8,1.79,1.8,910.79,908.2,914.04,145.32,145.32,145.32,12721.8,6965.99,21825.71,1458122,818795,2163597,96.14859,40.5857,190.0963,726.2476,312.4117,1400.843,2155173,22.4493,1,1,0.7872,0,0.4316,1,315.15,520.2,182.14,70.89,117.01,40.97,19.37,34.02,10.79,3.374353,6.031218,1.795699,15.99941,27.86506,8.952088,52.71,8.29,41,21.15,Scattered clouds.
Khyber Pakhtunkhwa,Pakistan,9/21/2021,34.485332,72.09169,171589,5426,,64288.01,154043.1,23206.29,100448.7,47806.16,181912.7,51038259,27160739,77040506,316.77,150.75,573.68,17.14,17.14,17.15,5436.75,5436.21,5437.61,295.39,295.39,295.39,619369,203770.7,1493276,50418890,26945669,75452243,7297.112,2314.493,18957.23,56990.89,20891.79,135085.9,38100471,40.4667,1,1,0.7868,0,0.2999,1,7442.84,13992.08,3515.53,1674.08,3147.16,790.73,495.11,1169.49,173.28,108.8761,293.0194,31.92256,386.2372,876.4749,140.3735,57.36,5.55,45.09,19.59,Haze.
Punjab,Pakistan,9/21/2021,30.811346,72.139132,423670,12449,,76096.9,101900.4,54289.6,216607.7,111143.4,379864.1,79950564,62312618,100040535,421.16,216.1,738.59,24.22,24.22,24.22,12454.7,12454.18,12455.49,1013.17,1013.17,1013.17,727743.5,531270.4,947959.4,79222821,61807758,99092725,8833.318,6202.869,11970.67,67263.58,48086.73,89929.76,113939260,30.6212,1,1,0.7938,0,0.4871,1,16673.1,27300.56,8864,3750.19,6140.56,1993.73,1317.89,2333.52,616.05,251.5834,444.7486,115.996,1066.311,1882.571,502.0911,31.9,1.23,12.79,5.56,Passing clouds.
Sindh,Pakistan,9/21/2021,26.009446,68.776807,451448,7289,,41543.9,56222.5,28696.83,84768.15,44968.86,143527.3,50054803,38709018,63081914,146.97,77.97,248.84,12.57,12.57,12.58,7252.66,7251.97,7253.72,740.1,740.1,740.1,504854.6,352487,712798.7,49549948,38343580,62386928,4791.191,3259.765,6651.919,36752.7,25364.89,49628.96,49907676,22.665,1,1,0.8073,0,0.5078,1,7474.31,12655.29,4261.16,1681.15,2846.48,958.44,596.9,1084.83,319.47,105.5855,197.6933,56.94614,491.3112,892.3281,260.4142,52.71,8.29,41,21.15,Scattered clouds.
Azad Jammu and Kashmir,Pakistan,9/22/2020,34.027401,73.947253,2550,69,2274,3797.2,4682,2982.17,803.88,404.86,1384.14,528202.4,407922.5,656175.3,7.46,3.75,12.86,0.65,0.64,0.65,69.58,69.34,69.98,19.82,19.82,19.82,0,0,0,528202.4,407922.5,656175.3,0,0,0,3797.202,2982.171,4682.001,4334762,5.133,1,1,0.7946,0,0.257,1,281.84,436.2,154.54,52.58,81.37,28.83,22.24,37.23,11.15,0,0,0,22.23853,37.22897,11.15377,9.29,0.71,8.29,0,Clear.
Balochistan,Pakistan,9/22/2020,28.328492,65.898403,14499,145,13150,7568.32,10952.28,4926.26,4703.67,2575.97,8090.8,4775726,3029613,5886126,0.03,0.03,0.03,0,0,0,145.12,145.03,145.31,118.24,118.24,118.24,0,0,0,4775726,3029613,5886126,0,0,0,7568.324,4926.261,10952.28,13398367,3.9791,1,1,0.8088,0,0.2725,1,1132.78,2962.77,207.08,211.32,552.7,38.63,102.1,275.57,14.04,0,0,0,102.0973,275.5747,14.04393,71.86,11,16.43,0,Clear.
Gilgit-Baltistan,Pakistan,9/22/2020,35.792146,74.982138,3513,82,3060,1890.86,3591.12,1058.44,1596.59,825.45,2803.19,963896.6,529812.1,1296517,11.05,5.71,19.41,0.57,0.57,0.57,82.83,82.67,83.08,32.17,32.17,32.17,0,0,0,963896.6,529812.1,1296517,0,0,0,1890.855,1058.438,3591.12,2227138,5.133,1,1,0.7911,0,0.2898,1,424.27,729.25,210.54,79.15,136.04,39.28,24.57,47.49,10.51,0,0,0,24.57197,47.4891,10.5119,50.29,2.43,21.29,12.68,Sunny.
Islamabad,Pakistan,9/22/2020,33.665087,73.121219,16207,180,15597,1790.33,3577.72,637.09,531.22,322.56,866.07,373684.9,231151.2,580577.9,0.45,0.28,0.71,0.15,0.15,0.16,182.34,181.49,183.4,40.89,40.89,40.89,0,0,0,373684.9,231151.2,580577.9,0,0,0,1790.333,637.0918,3577.723,2155173,11.466,1,1,0.7948,0,0.383,1,78.18,127.1,43.61,14.58,23.71,8.13,10.21,16.59,4.52,0,0,0,10.21394,16.59054,4.52003,90,13,63.71,29.63,Passing clouds.
Khyber Pakhtunkhwa,Pakistan,9/22/2020,34.485332,72.09169,37387,1258,35613,10203.42,15169.29,3870.08,23247.63,11065.14,42099.96,15851743,9579379,18802917,2.67,1.29,4.81,0.14,0.14,0.15,1258.29,1258.1,1258.58,42.96,42.96,42.96,0,0,0,15851743,9579379,18802917,0,0,0,10203.42,3870.077,15169.29,38100471,2.27,1,1,0.7944,0,0.1686,1,669.49,1570.78,208.37,124.89,293.03,38.87,57.18,126.9,18.3,0,0,0,57.17882,126.9012,18.30385,65.11,3.75,35.43,22.21,Haze.
